,road,chainage,lrp,lat,lon,gap,type,name
3773,N210,8.07,LRP009,24.8499163,91.922916,,KmPost,Dhaka 247 Km
3774,N210,8.094,LRP009a,24.849333,91.9224993,,Culvert,Box Culvert
3775,N210,8.529,LRP009b,24.8476386,91.9193604,,Culvert,Box Culvert
3776,N210,9.04,LRP009c,24.846833,91.9144444,,Culvert,Box Culvert
3777,N210,9.07,LRP010,24.846833,91.9140278,,KmPost,Dhaka 246 Km
3778,N210,9.545,LRP010a,24.8469997,91.9093611,,Culvert,Box Culvert
3779,N210,10.055,LRP010b,24.8474163,91.9044167,,Culvert,Box Culvert
3780,N210,10.07,LRP011,24.8474719,91.9041667,,KmPost,Dhaka 245 Km
3781,N210,10.313,LRP011a,24.8476663,91.9017778,,Culvert,Box Culvert
3782,N210,10.844,LRPE,24.8479997,91.8967497,,Others,Road End With N208 at Royal City Chottor
3783,N211,0.0,LRPS,24.485583,91.7655833,,Others,Start of road from N204 at Moulavibazar Town
3784,N211,1.0,LRP001,24.4858747,91.09601355000001,,KmPost,Km post miaaing
3785,N211,1.137,LRP001a,24.4858747,91.09601355000001,,Culvert,Slab Culvert
3786,N211,1.148,LRPE,24.4858886,90.4264438,,Others,The road ends intersecting N208
3787,N212,0.0,LRPS,25.1813882,92.0347219,,Others,Start of road from N2 at Tamabil
3788,N212,0.41,LRPSa,25.1835552,92.0321938,,Culvert,Box Culvert
3789,N212,0.49,LRPE,25.1836663,92.032166,,Others,Road end at Bangladesh India Border Near the Customs Office.
3790,N213,0.0,LRPS,24.0387497,91.0033889,,Others,Start of road from N2 at Asugonj Gol Chottor
3791,N213,0.5,LRPE,24.0423608,91.0009444,,Others,"End of road at Asugonj new Ferry Ghat , B.Baria"
3792,N3,0.0,LRPS,23.8145833,90.4043056,,Others,Start of Road From the End of Banani Rail Crossing Over Pass
3793,N3,1.0,LRP001,23.8173327,90.4123611,,KmPost,Km post missing
3794,N3,1.81,LRP001a,23.8217771,90.4191104,,"SideRoad,Right",Progoti Sharani
3795,N3,2.0,LRP002,23.8229438,90.4198049,,KmPost,Km post missing
3796,N3,3.0,LRP003,23.831666,90.4193882,,KmPost,Km post missing
3797,N3,4.0,LRP004,23.8402497,90.4168604,,KmPost,Km post missing
3798,N3,5.0,LRP005,23.8474163,90.411,,KmPost,Km post missing
3799,N3,6.0,LRP006,23.8546389,90.4050833,,KmPost,Km post missing
3800,N3,7.0,LRP007,23.8621111,90.3998886,,KmPost,Km post missing
3801,N3,7.661,LRP007a,23.8679438,90.40025,,"SideRoad,Right",Uttara Teirmukhi Road
3802,N3,8.0,LRP008,23.8710271,90.4004167,,KmPost,Km post missing
3803,N3,9.0,LRP009,23.8795271,90.4012778,,KmPost,Km post missing
3804,N3,9.02,LRP009a,23.8795271,90.4012778,,"SideRoad,Right",Road to Ulakhola
3805,N3,9.057,LRP009b,23.8799716,90.4009722,,"SideRoad,Left",N302. Tongi-Ashulia- Jerabo road
3806,N3,9.32,LRP009c,23.8814993,90.4008611,,Bridge,Start of Bridge /Start of Gazipur Road Division
3807,N3,9.32,LRP009c,23.8814993,90.4008611,,Bridge,Start of Bridge /Start of Gazipur Road Division
3808,N3,9.415,LRP009d,23.8823327,90.4007778,,Bridge,Bridge end
3809,N3,10.0,LRP010,23.8882219,90.4008889,,KmPost,Km post missing
3810,N3,10.521,LRP010a,23.8927219,90.4019167,,"SideRoad,Right",Road to Gorashal R301
3811,N3,10.73,LRP010b,23.8942774,90.4007778,,"SideRoad,Left",Tongi Bypass Road On Left R303
3812,N3,11.0,LRP011,23.8963052,90.399333,,KmPost,Km post missing
3813,N3,12.0,LRP012,23.9051111,90.3990274,,KmPost,Km post missing
3814,N3,13.0,LRP013,23.9135,90.3957774,,KmPost,Km post missing
3815,N3,14.0,LRP014,23.9217771,90.3921941,,KmPost,Km post missing
3816,N3,15.0,LRP015,23.930166,90.3887497,,KmPost,Km post missing
3817,N3,15.959,LRP015a,23.9381386,90.3854719,,Culvert,Box culvert
3818,N3,16.0,LRP016,23.9385274,90.3852497,,KmPost,Km post missing
3819,N3,16.06,LRP016a,23.9389997,90.3850552,,Culvert,Box culvert
3820,N3,16.566,LRP016b,23.9431663,90.3833886,,"SideRoad,Right",Board Bazar Gazipur Road
3821,N3,17.0,LRP017,23.9468608,90.3819993,,KmPost,Km post missing
3822,N3,17.842,LRP018,23.9543056,90.3811382,,KmPost,"Mymensingh 91 km, Gazipur chow 4 km"
3823,N3,18.864,LRP019,23.9633333,90.3803604,,KmPost,"Mymensingh 90 km,Gazipur Chow 3 km"
3824,N3,19.872,LRP020,23.9723327,90.3802771,,KmPost,"Mymensingh 89 km,Gazipur Chow 2 km"
3825,N3,20.449,LRP020a,23.9774993,90.3806938,,CrossRoad,Intersection with N105
3826,N3,20.535,LRP020b,23.9782493,90.3807493,,Culvert,Box culvert
3827,N3,20.872,LRP021,23.9812493,90.3809993,,KmPost,Km post missing
3828,N3,21.802,LRP021a,23.9894997,90.3817493,,CrossRoad,"Right Gazipur -ltakhola (R310), Left Tangail- Jamalpur (N4) Road."
3829,N3,21.872,LRP022,23.9901386,90.381916,,KmPost,Km post missing
3830,N3,22.739,LRP023,23.9978886,90.3826938,,KmPost,"Mymensingh 89 km,Mawna Chow 27 km"
3831,N3,23.78,LRP024,24.0071389,90.3835274,,KmPost,"Mymensingh 88 km,Mawna 26 km"
3832,N3,24.789,LRP025,24.0161389,90.3844163,,KmPost,"Mymensingh 87 km,Mawna chow 25 km"
3833,N3,25.789,LRP026,24.0251104,90.3853052,,KmPost,Km post missing
3834,N3,26.017,LRP026a,24.0271382,90.3854719,,Culvert,Box culvert
3835,N3,26.239,LRP026b,24.0289716,90.3861941,,Bridge,Bridge start
3836,N3,26.26,LRP026c,24.0291382,90.3862774,,Bridge,Bridge end
3837,N3,26.835,LRP027,24.0340552,90.387833,,KmPost,"Mymensingh 85 km,Mawha Chow 23 km"
3838,N3,26.981,LRP027a,24.0354441,90.3878886,,Culvert,Box Culvert
3839,N3,27.839,LRP028,24.0429997,90.3891108,,KmPost,"Mymensingh 84 km,Mawha Chow 22 km"
3840,N3,28.108,LRP028a,24.0454441,90.3893052,,Culvert,Box Culvert
3841,N3,28.472,LRP028b,24.0486941,90.3893052,,Culvert,Box Culvert
3842,N3,28.82,LRP028c,24.0516667,90.3884163,,Culvert,Box Culvert
3843,N3,28.861,LRP029,24.0520556,90.3881941,,KmPost,"Mymensingh 83 km,Mawha Chow 21 km"
3844,N3,29.021,LRP029a,24.0536667,90.3881108,,Culvert,Box Culvert
3845,N3,29.325,LRP029b,24.0560556,90.3879719,,Culvert,Box Culvert
3846,N3,29.845,LRP029c,24.0608611,90.3879719,,"SideRoad,Left",Road to Mirzapur - Nuhespalli (Z3024)
3847,N3,29.859,LRP030,24.0609722,90.3879719,,KmPost,"Mymensingh 82 km,Mawha Chow 20 km"
3848,N3,30.275,LRP030a,24.0633056,90.3884997,,Culvert,Box Culvert
3849,N3,30.512,LRP030b,24.0664167,90.3895552,,Culvert,Box Culvert
3850,N3,30.689,LRP030c,24.0690827,90.3906108,,Culvert,Box Culvert
3851,N3,30.871,LRP031,24.0695549,90.3910552,,KmPost,"Mymensingh 84 km,Mawha Chow 19 km"
3852,N3,31.325,LRP031a,24.0732216,90.3921941,,Culvert,Box Culvert
3853,N3,31.554,LRP031b,24.0753327,90.3930552,,Culvert,Box Culvert
3854,N3,31.875,LRP032,24.0778049,90.3949441,,KmPost,Mymensingh 80 km
3855,N3,32.111,LRP032a,24.0794716,90.395833,,Culvert,Box Culvert
3856,N3,32.732,LRP032b,24.0841941,90.3992219,,Culvert,Box Culvert
3857,N3,32.879,LRP033,24.0854997,90.3998886,,KmPost,Mymensingh 79 km
3858,N3,33.279,LRP033a,24.0889997,90.4005278,,Culvert,Box culvert
3859,N3,33.602,LRP033b,24.0919163,90.4010833,,Culvert,Slab Culvert
3860,N3,33.875,LRP033c,24.093833,90.4013333,,Culvert,Box Culvert
3861,N3,33.893,LRP034,24.0943608,90.4015556,,KmPost,"Mymensingh 78 km,Mawha Chow 16 km"
3862,N3,34.011,LRP034a,24.095083,90.4014167,,Culvert,Box Culvert
3863,N3,34.028,LRP034b,24.0955552,90.4018056,,"SideRoad,Right",Road to Kapasia R312
3864,N3,34.277,LRP034c,24.0977774,90.4021944,,Culvert,Box culvert
3865,N3,34.782,LRP034d,24.1022778,90.4030833,,Culvert,Box Culvert
3866,N3,34.911,LRP035,24.1032222,90.4032222,,KmPost,"Mymensingh 77 km,Mawha Chow 15 km"
3867,N3,35.46,LRP035a,24.1081111,90.4040278,,Culvert,Box Culvert
3868,N3,35.972,LRP036,24.1125833,90.4048889,,KmPost,"Mymensingh 76 km,Mawha Chow 14 km"
3869,N3,36.412,LRP036a,24.1164167,90.406,,Culvert,Box Culvert
3870,N3,36.936,LRP037,24.1206382,90.4081944,,KmPost,"Mymensingh 75 km,Mawha Chow 13 km"
3871,N3,37.835,LRP037a,24.1279993,90.4117778,,Culvert,Box culvert
3872,N3,37.949,LRP038,24.1288882,90.4121944,,KmPost,"Mymensingh 74 km,Mawha Chow 12 km"
3873,N3,38.619,LRP038a,24.1344163,90.4147778,,Culvert,Box culvert
3874,N3,38.648,LRP039,24.1346386,90.4148611,,KmPost,"Mymensingh 73 km,Mawha Chow 11 km"
3875,N3,39.187,LRP039a,24.1391108,90.416916,,Culvert,Box culvert
3876,N3,39.627,LRP040,24.1426941,90.4186382,,KmPost,"Mymensingh 72 km,Mawha Chow 10 km"
3877,N3,40.019,LRP040a,24.1458886,90.4201382,,Culvert,Box culvert
3878,N3,40.529,LRP041,24.1501389,90.4221382,,KmPost,"Mymensingh 71 km,Mawha Chow 9 km"
3879,N3,40.598,LRP041a,24.1506389,90.4223327,,Culvert,Box culvert
3880,N3,41.506,LRP042,24.1581389,90.4258604,,KmPost,"Mymensingh 70 km,Mawha Chow 8 km"
3881,N3,41.981,LRP042a,24.1605833,90.4269716,,Culvert,Box Culvert
3882,N3,42.477,LRP043,24.1664167,90.4281938,,KmPost,"Mymensingh 69 km,Mawha 7 km"
3883,N3,43.494,LRP044,24.1754716,90.4274716,,KmPost,"Mymensingh 68 km,Mawha Chow 6 km"
3884,N3,44.42,LRP044a,24.1837497,90.4268882,,Culvert,Box culvert
3885,N3,44.502,LRP045,24.1844997,90.4268327,,KmPost,"Mymensingh 67 km,Mawha Chow 5 km"
3886,N3,44.872,LRP045a,24.187833,90.4266104,,"SideRoad,Right",Road to Sripur (Z3009)
3887,N3,45.545,LRP046,24.1937774,90.4256938,,KmPost,"Mymensingh 66 km,Mawha Chow 4 km"
3888,N3,46.099,LRP046a,24.1984163,90.4233604,,Culvert,Box culvert
3889,N3,46.527,LRP047,24.2017778,90.4217493,,KmPost,"Mymensingh 65 km,Mawha 3 km"
3890,N3,47.012,LRP047a,24.2051944,90.4200827,,Culvert,Box Culvert
3891,N3,47.54,LRP048,24.2100278,90.417666,,KmPost,"Mymensingh 64 km,Mawha Chow 2 km"
3892,N3,47.975,LRP048a,24.2133611,90.416,,Culvert,Box culvert
3893,N3,48.54,LRP049,24.2180549,90.4136944,,KmPost,Km post missing
3894,N3,48.605,LRP049a,24.2168327,90.4140833,,Bridge,Flyover start
3895,N3,48.846,LRP049b,24.2204716,90.4125278,,"SideRoad,Right",Road to Kapasia (R313)
3896,N3,48.877,LRP049c,24.2206938,90.4123889,,"SideRoad,Left",Road to Kaliakoin (R315)
3897,N3,49.335,LRP049d,24.2243604,90.4103611,,Bridge,Flyover end
3898,N3,49.556,LRP049e,24.2261104,90.4096667,,"SideRoad,Right",Right to Gafargaon (R314)
3899,N3,49.607,LRP050,24.2265271,90.4094722,,KmPost,"Mymensingh 62 km,Mawha Chow 0 km"
3900,N3,50.441,LRP050a,24.233333,90.4061389,,Culvert,Box culvert
3901,N3,50.619,LRP051,24.2347774,90.4054444,,KmPost,Mymensingh 61 km
3902,N3,50.701,LRP051a,24.2355274,90.4050556,,Culvert,Box culvert
3903,N3,51.009,LRP051b,24.238083,90.4038611,,Culvert,Box culvert
3904,N3,51.609,LRP052,24.2432219,90.4025556,,KmPost,Mymensingh 60 km
3905,N3,52.061,LRP052a,24.2471386,90.4015556,,Culvert,Box culvert
3906,N3,52.609,LRP053,24.2518889,90.4003056,,KmPost,Km post missing
3907,N3,53.199,LRP053a,24.2570278,90.3989997,,Culvert,Box culvert
3908,N3,53.609,LRP054,24.2604722,90.398083,,KmPost,Km post missing
3909,N3,53.812,LRP054a,24.26125,90.398083,,Culvert,Box Culvert
3910,N3,54.214,LRP054b,24.2653611,90.398083,,Culvert,Box Culvert
3911,N3,54.557,LRP055,24.2687771,90.3968052,,KmPost,Mymensingh 57 km
3912,N3,55.557,LRP056,24.2775549,90.3937219,,KmPost,Km post missing
3913,N3,55.847,LRP056a,24.2800549,90.3930552,,Culvert,Box culvert
3914,N3,55.973,LRP057,24.2810549,90.3927774,,KmPost,Mymensingh 55 km
3915,N3,56.0,LRP057a,24.2813327,90.3928886,,Others,Start of Mymensingh Road Division
3916,N3,56.0,LRP057a,24.2813327,90.3928886,,Others,Start of Mymensingh Road Division
3917,N3,56.973,LRP058,24.2898608,90.3905552,,KmPost,Km post missing
3918,N3,57.973,LRP059,24.2986108,90.388333,,KmPost,Km post missing
3919,N3,58.973,LRP060,24.3071389,90.3854997,,KmPost,Km post missing
3920,N3,59.297,LRP060a,24.3099167,90.3845552,,Culvert,Box culvert
3921,N3,60.003,LRP061,24.3159167,90.3825549,,KmPost,Mymensingh 51 km
3922,N3,61.01,LRP062,24.3245549,90.3795827,,KmPost,Information Not Clear
3923,N3,61.04,LRP062a,24.3248049,90.3795271,,Culvert,Box culvert
3924,N3,61.82,LRP062b,24.3307216,90.3773882,,Culvert,Box Culvert
3925,N3,62.01,LRP063,24.3331104,90.376666,,KmPost,Km post missing
3926,N3,63.01,LRP064,24.3417774,90.3738604,,KmPost,Km post missing
3927,N3,63.45,LRP064a,24.3458052,90.374166,,Culvert,Box culvert
3928,N3,63.972,LRP064b,24.3503333,90.3746382,,Culvert,Box  Culvert
3929,N3,64.01,LRP065,24.3508056,90.3745827,,KmPost,Km post missing
3930,N3,64.063,LRP065a,24.3512778,90.3746104,,Culvert,Box culvert
3931,N3,64.151,LRP065b,24.3520556,90.3746938,,Culvert,Box culvert
3932,N3,64.513,LRP065c,24.35525,90.3749716,,Culvert,Box culvert
3933,N3,64.644,LRP065d,24.3563889,90.3750827,,Culvert,Box culvert
3934,N3,65.01,LRP066,24.3596389,90.3753604,,KmPost,Km post missing
3935,N3,65.159,LRP066a,24.3609444,90.3754716,,Culvert,Box culvert
3936,N3,65.361,LRP066b,24.36275,90.375666,,Culvert,Slab Culvert
3937,N3,65.61,LRP066c,24.36475,90.3758604,,Culvert,Box culvert
3938,N3,66.085,LRP066d,24.3692771,90.3762216,,Culvert,Box Culvert
3939,N3,66.097,LRP067,24.3693327,90.3762216,,KmPost,Mymensingh 45 km
3940,N3,66.394,LRP067a,24.3720271,90.3764716,,Culvert,Box culvert
3941,N3,66.701,LRP067b,24.3747216,90.3769438,,Culvert,Box culvert
3942,N3,67.097,LRP068,24.3782216,90.3773049,,KmPost,Km post missing
3943,N3,67.522,LRP068a,24.3775827,90.3775827,,Culvert,Box culvert
3944,N3,68.097,LRP069,24.3871941,90.3779993,,KmPost,Km post missing
3945,N3,68.122,LRP069a,24.3872774,90.3781382,,Culvert,Box culvert
3946,N3,68.327,LRP069b,24.3891386,90.3787493,,Culvert,Box Culvert
3947,N3,68.62,LRP069c,24.3911386,90.3795549,,Culvert,Box Culvert
3948,N3,69.205,LRP070,24.3964163,90.3821382,,KmPost,Mymensingh 42 km
3949,N3,69.546,LRP070a,24.3988608,90.3841386,,Bridge,Bridge Start
3950,N3,69.706,LRP070b,24.3998886,90.3852219,,Bridge,Bridge end
3951,N3,70.205,LRP071,24.4040833,90.386083,,KmPost,Km post missing
3952,N3,70.291,LRP071a,24.4048056,90.3861386,,"SideRoad,Left",Road to Shakhipur (Z3030)
3953,N3,70.295,LRP071b,24.4048056,90.3861386,,"SideRoad,Right",Road to Gafargaon (Z3031)
3954,N3,70.305,LRP071c,24.4049167,90.386083,,Culvert,Box culvert
3955,N3,71.205,LRP072,24.41275,90.3872497,,KmPost,Km post missing
3956,N3,71.602,LRP072a,24.4161389,90.388333,,Culvert,Box culvert
3957,N3,71.87,LRP073,24.418416,90.3890552,,KmPost,Mymensingh 39 km
3958,N3,72.259,LRP073a,24.4218327,90.3886386,,Culvert,Box culvert
3959,N3,72.821,LRP073b,24.4265271,90.386833,,Culvert,Box culvert
3960,N3,72.884,LRP074,24.4270827,90.3866108,,KmPost,Information Convered
3961,N3,73.254,LRP074a,24.430166,90.3854163,,Bridge,Bridge start
3962,N3,73.279,LRP074b,24.4303882,90.3853608,,Bridge,Bridge end
3963,N3,73.756,LRP074c,24.435333,90.3843886,,Culvert,Box Culvert
3964,N3,73.884,LRP075,24.4357219,90.3842774,,KmPost,Km post missing
3965,N3,74.471,LRP075a,24.4409163,90.3836941,,Culvert,Box culvert
3966,N3,74.65,LRP075b,24.4424997,90.3835274,,Culvert,Box culvert
3967,N3,74.827,LRP075c,24.4440552,90.3833608,,Culvert,Box culvert
3968,N3,74.884,LRP076,24.4445274,90.383333,,KmPost,Km post missing
3969,N3,75.006,LRP076a,24.4455552,90.3832216,,"SideRoad,Left",Road to Shagardighi(Z3037)
3970,N3,75.264,LRP076b,24.447833,90.3829438,,Culvert,Box culvert
3971,N3,75.482,LRP076c,24.4498052,90.3827216,,Culvert,Box culvert
3972,N3,75.608,LRP076d,24.4509167,90.3826104,,Culvert,Box culvert
3973,N3,75.739,LRP076e,24.4520556,90.3825271,,Culvert,Box culvert
3974,N3,75.884,LRP077,24.4533056,90.3822216,,KmPost,Km post missing
3975,N3,76.884,LRP078,24.46225,90.3813604,,KmPost,Km post missing
3976,N3,77.489,LRP078a,24.4664444,90.3822493,,Culvert,Box Culvert
3977,N3,77.801,LRP078b,24.4706104,90.3836663,,Culvert,Box Culvert
3978,N3,77.884,LRP079,24.4709438,90.3837497,,KmPost,Km post missing
3979,N3,78.26,LRP079a,24.4740827,90.3849441,,Culvert,Box culvert
3980,N3,78.692,LRP079b,24.4772771,90.3872219,,Culvert,Box culvert
3981,N3,78.884,LRP080,24.4784993,90.3885552,,KmPost,Km post missing
3982,N3,79.834,LRP080a,24.4781938,90.3881941,,"SideRoad,Left",Road to Fulbari
3983,N3,79.884,LRP081,24.4849719,90.3952497,,KmPost,Km post missing
3984,N3,80.541,LRP081a,24.4905552,90.3956386,,Culvert,Box culvert
3985,N3,80.701,LRP081b,24.4919441,90.3953886,,Bridge,Bridge start
3986,N3,80.75,LRP081c,24.492333,90.395333,,Bridge,Bridge end
3987,N3,80.972,LRP082,24.4942774,90.3949719,,KmPost,Mymensingh 30 km
3988,N3,81.213,LRP082a,24.4964163,90.3948608,,Culvert,Box culvert
3989,N3,81.683,LRP082b,24.5002222,90.3947774,,Culvert,Box culvert
3990,N3,81.911,LRP082c,24.5026667,90.3947219,,Culvert,Box culvert
3991,N3,82.026,LRP083,24.5036944,90.3946386,,KmPost,Mymensingh 29 km
3992,N3,83.026,LRP084,24.5126111,90.3946108,,KmPost,Km post missing
3993,N3,83.848,LRP084a,24.5190827,90.3984163,,Bridge,Bridge start
3994,N3,83.976,LRP084b,24.5201104,90.3988886,,Bridge,Bridge end
3995,N3,84.026,LRP085,24.5205271,90.399083,,KmPost,Km post missing
3996,N3,84.562,LRP085a,24.5249438,90.4011667,,Culvert,Box culvert
3997,N3,84.982,LRP085b,24.5279993,90.4019444,,Culvert,Box Culvert
3998,N3,85.026,LRP086,24.5289993,90.4021111,,KmPost,Km post missing
3999,N3,85.751,LRP086a,24.5354441,90.4011389,,Culvert,Box culvert
4000,N3,86.026,LRP087,24.5378608,90.40075,,KmPost,Km post missing
4001,N3,87.026,LRP088,24.5468886,90.3991663,,KmPost,Km post missing
4002,N3,87.779,LRP088a,24.5536111,90.3993608,,Culvert,Box culvert
4003,N3,88.026,LRP089,24.5556944,90.3994163,,KmPost,Km post missing
4004,N3,88.724,LRP089a,24.5631111,90.3986386,,Culvert,Box Culvert
4005,N3,89.026,LRP090,24.5644722,90.3982219,,KmPost,Km post missing
4006,N3,90.026,LRP091,24.5730271,90.3954441,,KmPost,Km post missing
4007,N3,90.224,LRP091a,24.5749716,90.3956941,,Bridge,Bridge start
4008,N3,90.302,LRP091b,24.5754438,90.3957497,,Bridge,Bridge end
4009,N3,90.985,LRP091c,24.577416,90.3954719,,Culvert,Box Culvert
4010,N3,91.026,LRP092,24.5818882,90.3947497,,KmPost,Km post missing
4011,N3,91.122,LRP092a,24.5827493,90.3947497,,"SideRoad,Right",Road to Balipara (Z3034)
4012,N3,92.026,LRP093,24.590833,90.395583,,KmPost,Km post missing
4013,N3,92.954,LRP093a,24.5991386,90.3962774,,Culvert,Box culvert
4014,N3,93.026,LRP094,24.5998052,90.3962497,,KmPost,Km post missing
4015,N3,93.399,LRP094a,24.6031667,90.3962497,,Culvert,Box culvert
4016,N3,94.026,LRP094b,24.6087778,90.3962497,,Culvert,Box culvert
4017,N3,94.027,LRP095,24.6087778,90.3962497,,KmPost,Km post missing
4018,N3,94.183,LRP095a,24.6101667,90.3963052,,Culvert,Box culvert
4019,N3,94.479,LRP095b,24.6126389,90.3963608,,Culvert,Box culvert
4020,N3,94.788,LRP095c,24.6155556,90.3963052,,Culvert,Box culvert
4021,N3,95.026,LRP096,24.6176104,90.3964163,,KmPost,Km post missing
4022,N3,96.026,LRP097,24.6264438,90.3979997,,KmPost,Km post missing
4023,N3,96.617,LRP097a,24.6313604,90.3989997,,Culvert,Box culvert
4024,N3,97.026,LRP098,24.6348886,90.3992219,,KmPost,Km post missing
4025,N3,97.142,LRP098a,24.6358608,90.3989441,,Culvert,Box culvert
4026,N3,97.549,LRP098b,24.6393886,90.3980274,,Culvert,Box culvert
4027,N3,98.026,LRP099,24.6435552,90.3979441,,KmPost,Km post missing
4028,N3,98.483,LRP099a,24.6469997,90.4001944,,Culvert,Box culvert
4029,N3,98.946,LRP099b,24.6505,90.4024167,,Culvert,Box culvert
4030,N3,99.026,LRP100,24.6513611,90.4025556,,KmPost,Km post missing
4031,N3,99.703,LRP100a,24.6573889,90.4018056,,Culvert,Box culvert
4032,N3,100.026,LRP101,24.6600556,90.4014167,,KmPost,Km post missing
4033,N3,100.349,LRP101a,24.6628611,90.4013611,,Culvert,Box culvert
4034,N3,100.696,LRP101b,24.6659167,90.4020556,,Culvert,Box culvert
4035,N3,100.875,LRP101c,24.667416,90.4024722,,Culvert,Box Culvert
4036,N3,101.026,LRP102,24.6688049,90.4028056,,KmPost,Km post missing
4037,N3,101.847,LRP102a,24.6750827,90.4063333,,Culvert,Box culvert
4038,N3,102.026,LRP103,24.6766382,90.40675,,KmPost,Km post missing
4039,N3,102.48,LRP104,24.6803604,90.4079167,,KmPost,Mymensingh 9 km
4040,N3,102.873,LRP104a,24.6837219,90.4089722,,Culvert,Box culvert
4041,N3,103.455,LRP105,24.6889163,90.4098056,,KmPost,Mymensingh 8 km
4042,N3,104.028,LRP105a,24.6937219,90.4117222,,Bridge,Bridge start
4043,N3,104.053,LRP105b,24.6939163,90.4117778,,Bridge,Bridge end
4044,N3,104.442,LRP105c,24.697333,90.4124722,,Culvert,Box culvert
4045,N3,104.455,LRP106,24.6974997,90.4124722,,KmPost,Km post missing
4046,N3,104.594,LRP106a,24.6987774,90.4123611,,Culvert,Box culvert
4047,N3,105.455,LRP107,24.7063889,90.412,,KmPost,Km post missing
4048,N3,105.938,LRP107a,24.7104444,90.4106667,,Bridge,Bridge start
4049,N3,105.958,LRP107b,24.7105,90.4106389,,Bridge,Bridge end
4050,N3,106.455,LRP108,24.7150278,90.4100278,,KmPost,Km post missing
4051,N3,106.584,LRP108a,24.7163889,90.41,,CrossRoad,Intersection with N309
4052,N3,106.968,LRP108b,24.7193327,90.4086389,,Bridge,Bridge start
4053,N3,106.983,LRP108c,24.719416,90.4086667,,Bridge,Bridge end
4054,N3,107.475,LRP109,24.7237771,90.40925,,KmPost,Mymensingh 4 km
4055,N3,107.967,LRP109a,24.7282493,90.4088889,,Culvert,Box culvert
4056,N3,108.199,LRP109b,24.730166,90.4086111,,Bridge,Bridge start
4057,N3,108.218,LRP109c,24.7303327,90.4086111,,Bridge,Bridge end
4058,N3,108.475,LRP110,24.7326104,90.4082778,,KmPost,Km post missing
4059,N3,109.475,LRP111,24.7414441,90.4076944,,KmPost,Km post missing
4060,N3,109.999,LRP111a,24.746583,90.4093056,,"SideRoad,Right",Z3039 Charpara Palgudam Road
4061,N3,110.26,LRP111b,24.7473886,90.4082778,,Culvert,Box culvert
4062,N3,110.475,LRP112,24.7487774,90.4066944,,KmPost,km post missing
4063,N3,111.053,LRP112a,24.7533333,90.4045,,"Turnoff,Right",trisal Busstand at right
4064,N3,111.326,LRP112b,24.7557222,90.4053056,,RailRoadCrossing,Rail Road Crossing
4065,N3,111.475,LRP113,24.7566944,90.4060833,,KmPost,Km post missing
4066,N3,111.583,LRPE,24.7575,90.40675,,Others,"Ganginar More,Shapla chattar & Intersect with Z3038"
4067,N302,0.0,LRPS,23.8805827,90.4011389,,Others,Road Start from N3
4068,N302,1.0,LRP001,23.8803049,90.3920274,,KmPost,Km post missing
4069,N302,2.0,LRP002,23.8889719,90.3892219,,KmPost,Km post missing
4070,N302,2.375,LRP002a,23.891583,90.3884441,,"SideRoad,Right","R301, Tongi bypass road"
4071,N302,2.913,LRP003,23.896083,90.3851663,,KmPost,Info.Missing
4072,N302,3.913,LRP004,23.8951663,90.3767771,,KmPost,Km post missing
4073,N302,4.913,LRP005,23.8920552,90.3675549,,KmPost,Info.Missing
4074,N302,5.514,LRP005a,23.8921663,90.3620556,,"SideRoad,Left","N501,Mirpur Bridge Dhour road"
4075,N302,5.72,LRP005b,23.8924997,90.3600833,,Bridge,Bridge start
4076,N302,5.782,LRP005c,23.8924997,90.3595556,,Bridge,Bridge end
4077,N302,5.913,LRP006,23.8928052,90.3581667,,KmPost,Km post missing
4078,N302,6.865,LRP006a,23.8944163,90.3490274,,Bridge,Bridge start
4079,N302,6.923,LRP007,23.8944719,90.3485274,,KmPost,Bridge end
4080,N302,7.973,LRP008,23.8962774,90.3383886,,KmPost,Info.Missing
4081,N302,8.331,LRP008a,23.8968886,90.3349997,,Bridge,Bridge start
4082,N302,8.542,LRP008b,23.8971941,90.3332216,,Bridge,Bridge end
